obs,action
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.4357433721397683, 0.5685764571919572, 0.5599224286411482, 0.5933601554273628, 0.6856878268526634]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.13, 0.07, 0.3333333333333333, 0.7145700964398808, 0.5599009485113493, 0.5264632217251346, 0.5351172502759437, 0.6522286199366499]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.5, 0.36223649481447256, 0.5745086521316989, 0.5, 0.621709226707826, 0.8717123671687296]","[10, 12, 0, 3, 2, 1, 7, 4, 5, 6, 8, 11, 9]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.6571101731581924, 0.5863243853065796, 0.5391238107304526, 0.8269758115930017, 0.8794287269663619]","[10, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.9603334684494863, 0.7905890161580464, 0.5027370152954973, 0.5499375898716243, 0.8430419315314066]","[12, 3, 4, 0, 5, 7, 2, 6, 9, 8, 11, 10, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.13, 0.07, 0.6666666666666666, 0.5850731368645938, 0.7680731713215937, 0.6676744115953624, 0.7156202559482335, 0.8838158985551127]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.14, 0.07, 0.6666666666666666, 0.9041193366841375, 0.6293888676170173, 0.6773347119698883, 0.7297876273432484, 0.8455303545767674]","[10, 12, 0, 3, 2, 1, 7, 4, 5, 6, 8, 11, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.0, 0.6210713511203115, 0.5194961128444265, 0.5, 0.7607414337662339, 0.8251744584643893]","[10, 12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.0, 0.9092066727662313, 0.7261651951687236, 0.5, 0.790598219866879, 0.8613129947871494]","[10, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 3]"
"[0.5, 0.03, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.6188620548018662, 0.5890326168449974, 0.6410065493244474, 0.7054395740226027, 0.7761543489428732]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.9558424114056834, 0.6650019312301447, 0.5445751756827667, 0.5912171923575079, 0.7357167061504151]","[11, 10, 12, 2, 1, 7, 3, 5, 4, 9, 6, 8, 0]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.5854081267892374, 0.6510329149186146, 0.5156693065114815, 0.5798814245756512, 0.6971825143230671]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.9955467118070374, 0.6479658841209311, 0.4664526763093454, 0.5306647943735152, 0.6018162847164785]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.14, 0.1, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.6423659306110494, 0.8193620723595086, 0.5703475778644497, 0.650781144511202, 0.6675091726210667]","[4, 6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.9430943620639786, 0.6146937327368505, 0.5342601660900982, 0.6314217608467152, 0.7832746605851572]","[4, 6, 11, 10, 12, 0, 2, 1, 7, 9, 8, 5, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.5938912206299088, 0.5533261378188036, 0.5365981097089388, 0.60869837843813, 0.7051790375572454]","[10, 12, 4, 0, 1, 7, 6, 2, 9, 8, 11, 3, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.6666666666666666, 0.9033889753724603, 0.5715586478690239, 0.5161864072496973, 0.6680393069881393, 0.6903076190994034]","[10, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 3]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.0, 0.5017089291516944, 0.5, 0.5, 0.5, 0.5384784813143051]","[10, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 12]"
"[0.5, 0.02, 0.05, 0.01, 0.13, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.8236168558153926, 0.4998495301146613, 0.5, 0.5, 0.8859833628774504]","[12, 3, 4, 5, 0, 6, 7, 2, 8, 11, 10, 1, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.4876853465448221, 0.5, 0.5, 0.8062951439899189, 0.8449240951895627]","[12, 4, 6, 0, 9, 7, 2, 11, 10, 8, 3, 5, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.7989010635058852, 0.5, 0.6630386278822697, 0.7689492579545913, 0.8075782091542351]","[12, 4, 6, 1, 0, 7, 9, 2, 8, 11, 10, 3, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.41752177720627515, 0.588804142238223, 0.6170082258930052, 0.6947147723105445, 0.7235449778007024]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.6892138662024081, 0.6523129759215226, 0.556201091558687, 0.5844051752134692, 0.6909419271211664]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.5, 0.4338129710643746, 0.6015900345377304, 0.5629610833380866, 0.6729978214584116, 0.8678047343949583]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.02, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.7681415025623816, 0.6328783976786508, 0.5614706107579696, 0.8276853106151976, 0.8951642284144328]","[11, 10, 12, 0, 2, 1, 7, 3, 5, 4, 6, 8, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.11, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.40349630881549575, 0.7514427338648239, 0.5566358209282771, 0.8189216516640591, 0.8934492335449613]","[11, 10, 12, 0, 1, 7, 3, 5, 4, 9, 6, 8, 2]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.6675157121420247, 0.7872393232648756, 0.5208387382923684, 0.7197604054656404, 0.8617669051457778]","[11, 10, 12, 0, 1, 2, 4, 7, 5, 9, 8, 3, 6]"
"[0.5, 0.02, 0.05, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.9644392810423597, 0.8261360768777376, 0.6543270580934768, 0.6841295771976001, 0.7516084949968354]","[10, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.609305635593652, 0.5, 0.5, 0.5522354650917259, 0.5808628356257395]","[12, 4, 5, 6, 0, 7, 2, 9, 8, 11, 10, 3, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.0, 0.8866971842944622, 0.5, 0.5189484792476287, 0.5475758497816423, 0.6718310205282614]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.5493130811579855, 0.5, 0.5, 0.5923171129046386, 0.6030040624581307]","[12, 3, 5, 6, 1, 0, 7, 2, 8, 11, 10, 4, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.9416135106851774, 0.5, 0.5, 0.5452410613613756, 0.551716057759113]","[12, 3, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.5882654896746923, 0.5, 0.5, 0.5848097831135237, 0.9263858988173888]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.11, 0.03, 0.02, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.9746974132285686, 0.5, 0.5, 0.5384379522870586, 0.8800140679909236]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.11, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.5980878681451335, 0.5, 0.8052072134009358, 0.8210823787946719, 0.8703694574742258]","[11, 10, 12, 0, 3, 2, 1, 7, 4, 5, 9, 6, 8]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.5, 0.863197915542211, 0.5, 0.7733940077132866, 0.7892691731070226, 0.8385562517865764]","[11, 10, 12, 3, 0, 1, 2, 4, 7, 9, 8, 5, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.12, 0.07, 0.6666666666666666, 0.5053787806488496, 0.69633230390049, 0.6012443131132023, 0.7030715639084519, 0.7614945479737798]","[11, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 10, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.6666666666666666, 0.856981595730152, 0.7193022101640235, 0.559051975303446, 0.6541399660907337, 0.6608792260986956]","[11, 12, 4, 0, 1, 5, 2, 6, 9, 8, 10, 3, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.0, 0.6392352946859319, 0.5, 0.6625179700817534, 0.7141627020706801, 0.7141719421659218]","[11, 4, 5, 1, 0, 7, 9, 2, 8, 10, 12, 3, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.0, 0.9050867308451416, 0.5, 0.6306157977426483, 0.6735506563376111, 0.6822605297315749]","[11, 4, 0, 1, 5, 7, 6, 2, 9, 8, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.5260613105516919, 0.5560988481778623, 0.5990337067728251, 0.6037890673612129, 0.6077435801667889]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.8252451041110666, 0.5631316515457001, 0.5201967929507373, 0.5633236217618105, 0.5678870121340879]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.5552915821541925, 0.5, 0.5, 0.8284406043439958, 0.8850304841276375]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.8274074798622072, 0.5, 0.795786696619034, 0.8428039555942086, 0.863235325659698]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.05, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.5365386483833087, 0.7106909563965018, 0.5974222298592212, 0.7577082153716765, 0.7690036800513917]","[6, 11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 8, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.8514810445012699, 0.7199151278375211, 0.5596291423250659, 0.6728978688623465, 0.7312105925172364]","[6, 10, 12, 0, 2, 7, 4, 5, 9, 8, 11, 3, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.47422501365811814, 0.6564813162184145, 0.5981685925635247, 0.6397846505814232, 0.6451858515386993]","[6, 12, 0, 1, 2, 4, 7, 5, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.14, 0.08, 0.6666666666666666, 0.7586852796969955, 0.6056494186567579, 0.5640333606388594, 0.6110506196140341, 0.6223460842937493]","[6, 12, 0, 1, 2, 4, 7, 5, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.0, 0.6217217504254222, 0.5, 0.5, 0.5, 0.8808892333846597]","[6, 3, 4, 0, 1, 5, 7, 2, 9, 8, 10, 12, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.9163826016216868, 0.5, 0.5, 0.5, 0.845529931241108]","[6, 3, 0, 1, 2, 4, 7, 5, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.544942643181154, 0.5, 0.5, 0.7701027262539719, 0.8298137425720051]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.16666666666666666, 0.9475665661805882, 0.5, 0.5, 0.7217878554940398, 0.781498871812073]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.5700978782588209, 0.5, 0.647084098044652, 0.7067951143626852, 0.8305371901097532]","[11, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 10, 3]"
"[0.5, 0.02, 0.04, 0.02, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.8784265328395122, 0.5, 0.6100846594949689, 0.6697956758130021, 0.7935377515600703]","[11, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 10, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.07, 0.14, 0.12, 0.07, 0.5, 0.5133872691003489, 0.5338893711436685, 0.5936003874617017, 0.6106341298425833, 0.7173424632087699]","[11, 12, 4, 0, 1, 5, 7, 6, 9, 8, 10, 3, 2]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.07, 0.13, 0.12, 0.07, 0.6666666666666666, 0.6468937480343205, 0.8540067507963977, 0.5813216857366933, 0.6776297508517019, 0.8240527731102338]","[11, 12, 5, 1, 0, 7, 2, 8, 3, 4, 6, 9, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.6666666666666666, 0.9742222364960375, 0.6383503322362958, 0.5420422671212873, 0.7847733544948278, 0.8147273321809917]","[11, 12, 5, 1, 0, 7, 2, 10, 8, 3, 4, 6, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.0, 0.5931656574369603, 0.5, 0.5, 0.5, 0.5004541216680809]","[11, 12, 5, 1, 0, 7, 9, 2, 8, 10, 3, 4, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.0, 0.9920168109462489, 0.5, 0.5, 0.6346558316606388, 0.8877904131436662]","[11, 6, 5, 1, 0, 7, 9, 2, 8, 10, 12, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.6144051570712085, 0.5, 0.5557572769698891, 0.5877214190572704, 0.8131038116086711]","[4, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.9040288727119332, 0.5, 0.521002431093002, 0.5529665731803834, 0.7783489657317841]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.5124468673675437, 0.5, 0.6819321928699356, 0.7053388063731109, 0.8322307882004679]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.920217385503444, 0.5, 0.6329997306936275, 0.6564063441968028, 0.7739466118496785]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.5337757423731091, 0.5593727278692677, 0.582779341372443, 0.7003196090253186, 0.8316139447347815]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.9064134734726395, 0.5380628136404993, 0.514656200137324, 0.655603081293375, 0.7775457028283563]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.14, 0.07, 0.6666666666666666, 0.6323509776624027, 0.5916221476924693, 0.5684905807906034, 0.685760255904097, 0.6904332023255847]","[4, 6, 12, 0, 2, 1, 7, 5, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.0, 0.3608728046401666, 0.5, 0.5, 0.5470042840786482, 0.653312200187138]","[4, 6, 12, 0, 2, 1, 7, 3, 5, 9, 8, 10, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.7015981904805813, 0.5, 0.5061172377777985, 0.6124251538862882, 0.8643539012582915]","[4, 6, 12, 0, 2, 1, 7, 3, 5, 8, 11, 10, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.990663336548702, 0.5, 0.5777373363581136, 0.829666083730117, 0.8999547086924576]","[4, 12, 0, 2, 1, 7, 3, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.03, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.6782424028515379, 0.49522784840177336, 0.5, 0.7471565957737767, 0.8174452207361174]","[12, 3, 4, 0, 1, 5, 2, 6, 9, 8, 11, 10, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.011044956903181932, 0.5, 0.7072202892875794, 0.7775089142499201, 0.8468170215126883]","[12, 3, 4, 1, 5, 7, 2, 6, 9, 8, 11, 10, 0]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.630908469430627, 0.6328366677842859, 0.6124457966905902, 0.7031252927466266, 0.7635083232093893]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.93335743685869, 0.7272144471180217, 0.5761519205992226, 0.5965427916929184, 0.6568012045117212]","[10, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 11, 5]"
"[0.5, 0.02, 0.05, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.9483250943115612, 0.6300100929641484, 0.5350050856173766, 0.6054183282236772, 0.8630648019555519]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.6666666666666666, 0.6039624566783459, 0.7843883184715378, 0.526741844739663, 0.5513336094801343, 0.8647665211199638]","[11, 10, 12, 0, 2, 7, 4, 5, 9, 6, 8, 3, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.6666666666666666, 0.8860741868447803, 0.8309131134999916, 0.5174802018601622, 0.7505349108515657, 0.8806093607169896]","[11, 10, 0, 1, 2, 4, 7, 5, 9, 6, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.0, 0.48479485691071506, 0.5687628803090774, 0.5, 0.5190666330920795, 0.6529839478965732]","[10, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.0, 0.8981592311332255, 0.5, 0.5191591554023762, 0.6033802229898719, 0.8732251710380661]","[10, 12, 3, 0, 1, 2, 7, 5, 9, 6, 8, 11, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.5879798610858415, 0.5, 0.5206017473955581, 0.5820467076259228, 0.7904466954437521]","[12, 3, 4, 6, 1, 0, 7, 2, 8, 11, 10, 5, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.9067810358289231, 0.5, 0.5437905666567531, 0.7521905544745823, 0.8863561731079244]","[12, 3, 4, 0, 1, 7, 6, 2, 9, 8, 11, 10, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.11, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.5206002539501545, 0.5, 0.5, 0.6785322483000346, 0.8126978669333766]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.817071662994446, 0.5, 0.6429556792147195, 0.7771212978480616, 0.8696643784738263]","[10, 12, 3, 0, 1, 2, 4, 7, 5, 9, 8, 11, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.5259664797049481, 0.5, 0.5578883012094593, 0.6920539198428014, 0.784597000468566]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
